case_a,case_b,coarse_hamming,correlation_t1,correlation_t1ce,correlation_t2,correlation_flair,support_dice,high_similarity,same_annotation_hash
BRATS_018,BRATS_276,0,0.9999990485486759,0.9999994165674848,0.9999990974163576,0.9999991693930325,1.0,True,False
BRATS_019,BRATS_145,4,0.17926492128836885,0.06979557227385812,0.1697936581806004,0.1650570918232199,0.9280202984809875,False,False
BRATS_019,BRATS_292,0,0.9999991021261205,0.9999991363688963,0.9999989760938209,0.9999991776505062,1.0,True,False
BRATS_019,BRATS_301,3,0.24035579390866457,0.1267037630094826,0.10619776822109896,0.16361781379408716,0.9413506388664246,False,False
BRATS_019,BRATS_433,4,0.1792386273448271,0.06978654379947896,0.1697728145447853,0.16507635330638837,0.9280202984809875,False,False
BRATS_020,BRATS_285,0,0.9999991742752032,0.9999991290685559,0.999999109218633,0.9999991729161364,1.0,True,False
BRATS_033,BRATS_383,0,0.9999982311959136,0.9999978105707871,0.9999988591946954,0.9999987660185076,1.0,True,False
BRATS_035,BRATS_384,0,0.9999986540640414,0.9999983330251758,0.999998775946333,0.9999988177484058,1.0,True,False
BRATS_036,BRATS_385,0,0.9999980630597769,0.9999979046459231,0.9999985049254123,0.9999983406592079,1.0,True,False
BRATS_037,BRATS_232,2,0.3124249426476236,0.15490472671910405,0.26530801725929953,0.12348271556440517,0.9559654593467712,False,False
BRATS_037,BRATS_386,0,0.9999990899243949,0.9999990327450565,0.9999987791995072,0.9999990095344428,1.0,True,False
BRATS_037,BRATS_462,2,0.3124158490841927,0.1549138652541739,0.26531976032034915,0.12352032137581953,0.9559654593467712,False,False
BRATS_038,BRATS_387,0,0.9999982416610519,0.9999981801599087,0.9999987623359468,0.9999987360339999,1.0,True,False
BRATS_040,BRATS_388,0,0.999998017902105,0.9999986586509574,0.9999989066160749,0.9999986672884733,1.0,True,False
BRATS_043,BRATS_389,0,0.9999981240874022,0.9999976809368949,0.9999986058557193,0.9999989476019463,1.0,True,False
BRATS_044,BRATS_390,0,0.9999988586149702,0.9999988371797072,0.999998857719308,0.9999990253861704,1.0,True,False
BRATS_045,BRATS_391,0,0.9999987915590802,0.9999987899459214,0.9999987180184478,0.9999990467434154,1.0,True,False
BRATS_046,BRATS_392,0,0.9999983557973938,0.9999986265250255,0.9999990658973723,0.9999989660711265,1.0,True,False
BRATS_048,BRATS_393,0,0.9999981561343362,0.999997617067069,0.9999988349421974,0.9999987981550031,1.0,True,False
BRATS_049,BRATS_394,0,0.9999983619529972,0.999998114460599,0.9999990768099928,0.9999987860384333,1.0,True,False
BRATS_050,BRATS_395,0,0.9999986151427678,0.9999980265938357,0.9999987800436079,1.0,1.0,True,False
BRATS_051,BRATS_396,0,0.9999977984281242,0.9999977432818349,0.9999989220323204,0.9999989600971085,1.0,True,False
BRATS_052,BRATS_222,4,0.3143113178190119,0.15575371100137547,0.21798162574675548,0.16017110237137597,0.9471948742866516,False,False
BRATS_052,BRATS_458,4,0.3143100601920824,0.15575017514748712,0.2179677168025124,0.16017261459847434,0.9471948742866516,False,False
BRATS_053,BRATS_054,0,0.5904435065829149,0.32918249599048266,0.5001938967038535,0.6494790692219949,1.0,False,False
BRATS_053,BRATS_055,0,0.5431512844893878,0.3306212073253402,0.37373696694283026,0.5632791120378408,1.0,False,False
BRATS_053,BRATS_056,0,0.496120390756357,0.3146540841697261,0.4433091646011098,0.5749358961972102,1.0,False,False
BRATS_053,BRATS_057,0,0.46353583487870736,0.2921695222727603,0.3450517615036039,0.46384976258980304,1.0,False,False
BRATS_053,BRATS_058,0,0.6301468526353883,0.4165260876178533,0.4536224900126219,0.5532352446216172,1.0,False,False
BRATS_054,BRATS_055,0,0.8741846037675781,0.7877200498472354,0.6268299246756504,0.8924140755434331,1.0,False,False
BRATS_054,BRATS_056,0,0.8448823924607717,0.7468656608669875,0.8434450061357394,0.8822517608792999,1.0,False,False
BRATS_054,BRATS_057,0,0.7646581677740504,0.6302476006133764,0.5739273936381915,0.7114493819910824,1.0,False,False
BRATS_054,BRATS_058,0,0.6281457133977384,0.39449246404725785,0.6640396795385037,0.6974578642912008,1.0,False,False
BRATS_055,BRATS_056,0,0.902298360705616,0.864521298763313,0.628500517367542,0.9586596137520589,1.0,False,False
BRATS_055,BRATS_057,0,0.8283034657774273,0.7568249763599684,0.8870445738001592,0.8121024038553114,1.0,False,False
BRATS_055,BRATS_058,0,0.624858630938676,0.43955173896386635,0.342006695603473,0.7573142723278135,1.0,False,False
BRATS_056,BRATS_057,0,0.8395144816399098,0.7798878569994974,0.5940093075066033,0.8243949976698869,1.0,False,False
BRATS_056,BRATS_058,0,0.5988554933366851,0.438376991116383,0.6906536591353742,0.770478866561909,1.0,False,False
BRATS_057,BRATS_058,0,0.5823063330235131,0.4247251439051991,0.33175553545503916,0.7467430569331709,1.0,False,False
BRATS_061,BRATS_397,0,0.9999987959280888,0.9999989163949863,0.9999987888920097,0.9999987778118774,1.0,True,False
BRATS_063,BRATS_398,0,0.9999987759890142,0.999998748271379,0.9999987867012375,0.9999987324753297,1.0,True,False
BRATS_064,BRATS_232,4,0.24307386778690188,0.1369422512934011,0.20933668905127809,0.14866909487933042,0.9502612948417664,False,False
BRATS_064,BRATS_262,3,0.26783587057679714,0.155219172179118,0.19677670059336383,0.17808315629307514,0.9578547477722168,False,False
BRATS_064,BRATS_399,0,0.9999982172674543,0.9999976695803475,0.9999988673760589,0.9999986837688968,1.0,True,False
BRATS_064,BRATS_462,4,0.2430416815038697,0.13693250499642137,0.20932525727801699,0.14869714041869342,0.9502612948417664,False,False
BRATS_065,BRATS_400,0,0.9999992009306441,0.9999990206450576,0.9999989759240023,0.9999991301873307,1.0,True,False
BRATS_067,BRATS_068,0,0.8033432282853131,0.6184759286011914,0.795696043079576,0.3318727317622923,1.0,False,False
BRATS_067,BRATS_069,0,0.7603614799345928,0.6067764243454392,0.7500724849749788,0.3221321624272023,1.0,False,False
BRATS_067,BRATS_070,0,0.778201681272189,0.6126408871377538,0.7831168739455617,0.33963688565930134,1.0,False,False
BRATS_067,BRATS_071,0,0.7429336885000342,0.5786265104462613,0.7408597682679944,0.3038838608015196,1.0,False,False
BRATS_067,BRATS_072,0,0.7580729692263505,0.5715316377377189,0.7297962675801085,0.4366130743061917,1.0,False,False
BRATS_067,BRATS_073,0,0.7418748180891052,0.5759568965655008,0.746493376896549,0.33593501821976257,1.0,False,False
BRATS_067,BRATS_074,0,0.7729227612175005,0.6062453648463312,0.7302634805954441,0.34198061566185806,1.0,False,False
BRATS_067,BRATS_401,0,0.9999982695550687,0.9999983481133539,0.9999986717023727,0.999998967687993,1.0,True,False
BRATS_068,BRATS_069,0,0.937725597046699,0.898979195810904,0.9315731399925713,0.8895688746526439,1.0,False,False
BRATS_068,BRATS_070,0,0.9361114262533673,0.8513598704648655,0.9363086199604752,0.8536930664215067,1.0,False,False
BRATS_068,BRATS_071,0,0.8805629770290165,0.7940136649794108,0.9030964566017811,0.8013317751085522,1.0,False,False
BRATS_068,BRATS_072,0,0.8743538676667609,0.738614835778464,0.8971059679573159,0.7213353207611525,1.0,False,False
BRATS_068,BRATS_073,0,0.8757990638200888,0.7835120239266182,0.8763090588021647,0.7735289650466268,1.0,False,False
BRATS_068,BRATS_074,0,0.8860782182200013,0.7923723931851658,0.8403618225885227,0.6400616018656224,1.0,False,False
BRATS_068,BRATS_401,0,0.8033352682750157,0.6184709194517161,0.7957187665789401,0.33186272609209855,1.0,False,False
BRATS_069,BRATS_070,0,0.9340430043313376,0.8964354052052652,0.9231652930000243,0.899774680057603,1.0,False,False
BRATS_069,BRATS_071,0,0.8450403371294016,0.8235416388451804,0.8826736155643152,0.798712474525803,1.0,False,False
BRATS_069,BRATS_072,0,0.8442329247903022,0.7507773170135716,0.8798088236541555,0.7257520031007487,1.0,False,False
BRATS_069,BRATS_073,0,0.84252978254492,0.7985815548178363,0.8559926694995589,0.7747045893500462,1.0,False,False
BRATS_069,BRATS_074,0,0.8885320552331877,0.8309738426877864,0.8495146136770325,0.6725898704884453,1.0,False,False
BRATS_069,BRATS_401,0,0.7603601730099672,0.6067779528432224,0.750083322148326,0.32212222492281495,1.0,False,False
BRATS_070,BRATS_071,0,0.8824619212311086,0.8351853070164031,0.934343884617493,0.8334226216640355,1.0,False,False
BRATS_070,BRATS_072,0,0.874152423547032,0.7578216010498465,0.9373598263280676,0.7645956672131462,1.0,False,False
BRATS_070,BRATS_073,0,0.8879648331537993,0.8088370969413327,0.90832322169427,0.8078764976351543,1.0,False,False
BRATS_070,BRATS_074,0,0.8795618827133317,0.8154060812116158,0.8514498384158636,0.6661649253024197,1.0,False,False
BRATS_070,BRATS_401,0,0.7781986514659316,0.6126455939044048,0.7831329882988418,0.33962690243623544,1.0,False,False
BRATS_071,BRATS_072,0,0.9480237824968339,0.8581282577462106,0.9548361331153686,0.894927812650029,1.0,False,False
BRATS_071,BRATS_073,0,0.9475353161611637,0.8954343804114084,0.9358671969082701,0.8952998567416331,1.0,False,False
BRATS_071,BRATS_074,0,0.7790228371730431,0.7426440225192266,0.8135977904971649,0.6124330116905705,1.0,False,False
BRATS_071,BRATS_401,0,0.7429208637310614,0.5786337598235685,0.7408717490622048,0.3038884541191205,1.0,False,False
BRATS_072,BRATS_073,0,0.9403618399352209,0.8442749804362846,0.9318078587814418,0.8634389351570226,1.0,False,False
BRATS_072,BRATS_074,0,0.781247892719434,0.6791943904470112,0.8246054419421485,0.5918204329525729,1.0,False,False
BRATS_072,BRATS_401,0,0.7580639985776939,0.5715408177606618,0.7298102226617391,0.43662151664793136,1.0,False,False
BRATS_073,BRATS_074,0,0.7956459406908256,0.7308676141165963,0.8563177109515026,0.7392393360521928,1.0,False,False
BRATS_073,BRATS_401,0,0.7418641005363068,0.5759672278649851,0.7465042770492524,0.3359397303637836,1.0,False,False
BRATS_074,BRATS_401,0,0.7729165126771685,0.6062351112590512,0.7302594269589903,0.34198230929904105,1.0,False,False
BRATS_079,BRATS_402,0,0.9999975955964928,0.999998684345048,0.9999985307362087,0.99999862679484,1.0,True,False
BRATS_080,BRATS_403,0,0.9999983325432423,0.9999985887765727,0.9999986328468975,0.9999985051955931,1.0,True,False
BRATS_082,BRATS_404,0,0.9999982024306407,0.9999976357085251,0.999998696582964,0.9999986537242606,1.0,True,False
BRATS_083,BRATS_405,0,0.9999983763209387,0.9999983357341895,0.9999985313138192,0.9999988222145946,1.0,True,False
BRATS_084,BRATS_406,0,0.9999984816814521,0.9999979977202549,0.9999988774047138,0.9999990837192546,1.0,True,False
BRATS_085,BRATS_407,0,0.9999988731583748,0.9999989248398486,0.9999988606800281,0.9999987490398465,1.0,True,False
BRATS_087,BRATS_088,0,0.5228074847404324,0.38316273830869524,0.5400982519344627,0.5938242817600777,1.0,False,False
BRATS_087,BRATS_408,0,0.999999243848045,0.9999993439138044,0.9999990094281765,0.9999992449410201,1.0,True,False
BRATS_088,BRATS_408,0,0.5228070818498985,0.3831548678907779,0.5400927800380186,0.5938274351617315,1.0,False,False
BRATS_089,BRATS_409,0,0.999998347190334,0.9999987568029669,0.9999990107202135,0.999998756909652,1.0,True,False
BRATS_091,BRATS_410,0,0.9999986685204394,0.9999983943210922,0.9999989701735381,0.9999989234728867,1.0,True,False
BRATS_093,BRATS_411,0,0.9999983169994685,0.999998084862945,0.9999987960255563,0.9999988106792769,1.0,True,False
BRATS_094,BRATS_412,0,0.9999986907506457,0.9999987724717999,0.9999988243713647,0.9999986945268197,1.0,True,False
BRATS_095,BRATS_413,0,0.9999993155094329,0.9999992718418214,0.9999989912463566,0.9999993564793219,1.0,True,False
BRATS_096,BRATS_414,0,0.8501061072377681,0.9999972247323758,0.999998999185915,0.9999992182689631,1.0,False,False
BRATS_098,BRATS_120,4,0.3683543694306648,0.27752733329173457,0.2443125888575443,0.21687121863729916,0.9416166543960571,False,False
BRATS_098,BRATS_122,4,0.3720850566824573,0.2883312018858438,0.2354950687672879,0.16924059418405288,0.9416166543960571,False,False
BRATS_098,BRATS_123,4,0.3714364179079363,0.28048480761639094,0.18266297575156204,0.03943917342964164,0.9416166543960571,False,False
BRATS_098,BRATS_124,4,0.32905083655324874,0.19897783020790133,0.1762507509017342,0.15473282167379968,0.9416166543960571,False,False
BRATS_098,BRATS_125,4,0.2953602994147546,0.18091591116731826,0.1686687799302829,0.10323982529820717,0.9416166543960571,False,False
BRATS_098,BRATS_182,4,0.243474515031337,0.16512926909512754,0.04947565458537574,0.07701637508113077,0.9553992748260498,False,False
BRATS_098,BRATS_183,4,0.18765217627561723,0.10620140903585547,0.17315201627325885,0.1607660976942147,0.9553992748260498,False,False
BRATS_098,BRATS_184,4,0.16777260802024246,0.09084546652425565,0.16111038530858837,0.15796278681030684,0.9553992748260498,False,False
BRATS_098,BRATS_185,4,0.1775717805077052,0.09748451539521814,0.16414918269620452,0.15986417948456302,0.9553992748260498,False,False
BRATS_098,BRATS_186,4,0.16882310141768472,0.09300056357404098,0.167056495282072,0.1649868264619389,0.9553992748260498,False,False
BRATS_098,BRATS_187,4,0.18289246494121805,0.12353476103293913,0.17692604810008386,0.17868326290923156,0.9553992748260498,False,False
BRATS_098,BRATS_188,4,0.18722700241126752,0.10536979697860126,0.1749904659166071,0.1614647146971232,0.955350935459137,False,False
BRATS_098,BRATS_189,4,0.2127287296608751,-0.018226674675865442,0.16030765448820536,0.1693100506660866,0.9549399614334106,False,False
BRATS_098,BRATS_415,0,0.9999975335284075,0.9999970182269241,0.9999985299279905,0.9999982432009392,1.0,True,False
BRATS_098,BRATS_449,4,0.2435182975312697,0.1651465236510161,0.04946480032806821,0.07703878066356973,0.9553992748260498,False,False
BRATS_099,BRATS_416,0,0.9999988387599769,0.99999851310566,0.9999985318573776,0.9999985029880784,1.0,True,False
BRATS_100,BRATS_101,0,0.7067964858038007,0.2801446755169373,0.927927992907024,0.8569455111941533,1.0,False,False
BRATS_102,BRATS_103,0,0.8986328567971382,0.6794263545461253,0.8480274920778376,0.6900346970337854,1.0,False,False
BRATS_102,BRATS_418,0,0.9999990621507241,0.9999988533093086,0.9999989435406812,0.999999240566881,1.0,True,False
BRATS_103,BRATS_418,0,0.8986366081019574,0.6794424140159886,0.8480335628026138,0.6900311308168309,1.0,False,False
BRATS_104,BRATS_105,0,0.9163762346529087,0.840155884123967,0.9117528804819857,0.7550588496259958,1.0,False,False
BRATS_104,BRATS_106,0,0.759046801312154,0.7038897332971011,0.7587335187414563,0.5468165781063381,1.0,False,False
BRATS_104,BRATS_107,0,0.9005612766734993,0.7778729895383548,0.8788448257436261,0.6141100459096146,1.0,False,False
BRATS_104,BRATS_108,0,0.8090400779009943,0.6879639133167836,0.742588722642677,0.467829203743602,1.0,False,False
BRATS_105,BRATS_106,0,0.8241777676353362,0.7902083745766229,0.8011036902133953,0.7709374985968809,1.0,False,False
BRATS_105,BRATS_107,0,0.9406710978877308,0.8581885027520489,0.937570279771567,0.8079730512970207,1.0,False,False
BRATS_105,BRATS_108,0,0.8666362119397446,0.7488361431648866,0.8169181383031313,0.685774319348066,1.0,False,False
BRATS_106,BRATS_107,0,0.8217211401306657,0.7807131816849069,0.7746122843159331,0.7128489257355851,1.0,False,False
BRATS_106,BRATS_108,0,0.7998540552939163,0.7235624768715808,0.6936161438263915,0.718506829343003,1.0,False,False
BRATS_107,BRATS_108,0,0.8586271404733077,0.7828397248050115,0.8255980284220387,0.7630986224131264,1.0,False,False
BRATS_109,BRATS_419,0,0.9999983628554999,0.9999980313913516,0.9999988177840821,0.9999987962579874,1.0,True,False
BRATS_110,BRATS_420,0,0.9999986373233153,0.9999982476368052,0.9999988105677315,0.9999986065176848,1.0,True,False
BRATS_111,BRATS_421,0,0.9999985158112134,0.9999981903223176,0.9999987332038207,0.9999987083645181,1.0,True,False
BRATS_113,BRATS_114,3,0.1967971130593721,0.15659213355975246,0.26120912965820803,0.1821981896410595,0.9529442191123962,False,False
BRATS_113,BRATS_422,0,0.999998491864702,0.9999981747909802,0.9999989454622433,0.9999987192427664,1.0,True,False
BRATS_113,BRATS_423,3,0.22361562526077627,0.15660199099865016,0.26119808156479773,0.18220627241218504,0.9529442191123962,False,False
BRATS_114,BRATS_422,3,0.1968248013525327,0.15659601540514528,0.26120234774437406,0.1822095922407988,0.9529442191123962,False,False
BRATS_114,BRATS_423,0,0.8004806733204026,0.999998501995193,0.9999990332501297,0.9999991769856874,1.0,False,False
BRATS_118,BRATS_424,0,0.9999990661952506,0.9999990818751265,0.9999991495669979,0.9999992788213208,1.0,True,False
BRATS_120,BRATS_121,4,0.916629398992773,0.8977146711812045,0.9212741201780005,0.762345778266209,0.9989279508590698,False,False
BRATS_120,BRATS_122,0,0.9072476498880616,0.8836674359657661,0.9144523444134011,0.7116451491635193,1.0,False,False
BRATS_120,BRATS_123,0,0.7252387964970557,0.6087585982463457,0.6039838612745335,0.23290802329968402,1.0,False,False
BRATS_120,BRATS_124,0,0.7748521074086915,0.662264327134468,0.6854075623122731,0.568396312069001,1.0,False,False
BRATS_120,BRATS_125,0,0.7586713677980298,0.6388034121696048,0.7025502422092076,0.455252708973055,1.0,False,False
BRATS_120,BRATS_133,4,0.38494302993602136,0.2700857303611161,0.22082210246626946,0.1706524757854822,0.9535728096961975,False,False
BRATS_120,BRATS_134,4,0.34294855585658435,0.2635940131440203,0.2562188406425938,0.18315271944075748,0.9535728096961975,False,False
BRATS_120,BRATS_162,3,0.3680127485344954,0.14477431190312764,0.3130324114459252,0.1363618029310851,0.9581686854362488,False,False
BRATS_120,BRATS_174,4,0.3459142392819789,0.1827161207534234,0.17331965640070698,0.0671473401818185,0.9427285194396973,False,False
BRATS_120,BRATS_175,4,0.2991690431309693,0.22203788715400663,0.2632433357246293,0.14548249336567518,0.9427285194396973,False,False
BRATS_120,BRATS_176,4,0.2884309896787816,0.2209395126816265,0.24949307924180852,0.14976852013179073,0.9427285194396973,False,False
BRATS_120,BRATS_177,4,0.2877667752009286,0.20185616040403215,0.26771327518387505,0.1392537819009979,0.9427285194396973,False,False
BRATS_120,BRATS_178,4,0.2822836592148176,0.1789129166338582,0.265246511070421,0.1151886260661056,0.9427285194396973,False,False
BRATS_120,BRATS_179,4,0.2585125750090709,0.14693280737025663,0.2684914591741937,0.15633921138496798,0.9427285194396973,False,False
BRATS_120,BRATS_180,4,0.32532273149690677,0.21711738891088783,0.286273406198857,0.20758567213296084,0.9427285194396973,False,False
BRATS_120,BRATS_236,2,0.3918221861865099,0.3070013748383323,0.29013871668744834,0.14165093847070567,0.951924741268158,False,False
BRATS_120,BRATS_238,3,0.4041334925625183,0.33122049489037436,0.3481975372950663,0.2007665155716293,0.9351321458816528,False,False
BRATS_120,BRATS_267,3,0.4432190338394575,0.2709764330466079,0.3122851529866277,0.15448896749330354,0.9382771253585815,False,False
BRATS_120,BRATS_415,4,0.36837718485705645,0.27764084208827855,0.2443171017409598,0.2168779848946079,0.9416166543960571,False,False
BRATS_120,BRATS_429,4,0.38495649149966177,0.27008507041467317,0.22080743854514764,0.17065795896379077,0.9535728096961975,False,False
BRATS_120,BRATS_439,3,0.36799313906602366,0.14479587580915382,0.31303249372540615,0.13635924876642885,0.9581686854362488,False,False
BRATS_120,BRATS_447,4,0.3459390975683567,0.1827188086867477,0.17330512927033243,0.06714808687716277,0.9427285194396973,False,False
BRATS_120,BRATS_466,3,0.40413511071742325,0.33122408762483935,0.34818968226112645,0.20075885792260215,0.9351321458816528,False,False
BRATS_120,BRATS_476,3,0.4432105618525134,0.27097112617345803,0.3122904856598562,0.15451287088672788,0.9382771253585815,False,False
BRATS_121,BRATS_122,4,0.932039858118021,0.9215098484140783,0.9424828770523725,0.8496293856912918,0.9989279508590698,False,False
BRATS_121,BRATS_123,4,0.7313238399101775,0.6174810847524815,0.6352611283156772,0.31643907327982107,0.9989279508590698,False,False
BRATS_121,BRATS_124,4,0.7824406895974252,0.6565280731687291,0.7144822845173794,0.49347617970812324,0.9989279508590698,False,False
BRATS_121,BRATS_125,4,0.750108799500669,0.6260038930222588,0.71657451609423,0.3922474506128364,0.9989279508590698,False,False
BRATS_122,BRATS_123,0,0.7343777494163715,0.6110718647018498,0.6360347445642549,0.31705322859031626,1.0,False,False
BRATS_122,BRATS_124,0,0.795089314513903,0.6478566444451842,0.7132588093607299,0.4736538993840978,1.0,False,False
BRATS_122,BRATS_125,0,0.762255857362434,0.6062396094896894,0.7085075961505056,0.39027839392009434,1.0,False,False
BRATS_122,BRATS_133,4,0.37989588272481073,0.2513826926878796,0.20743886068239417,0.16606258621133443,0.9535728096961975,False,False
BRATS_122,BRATS_134,4,0.3335262994765215,0.27019340880749665,0.24147702876284607,0.18098042653018862,0.9535728096961975,False,False
BRATS_122,BRATS_162,3,0.3608193887943793,0.1131815406984117,0.26903442457993293,0.1105626345059606,0.9581686854362488,False,False
BRATS_122,BRATS_174,4,0.3304462362123926,0.18531293668247623,0.15178064776992747,0.07800105523074877,0.9427285194396973,False,False
BRATS_122,BRATS_175,4,0.28253050908230454,0.21773428039649356,0.24877953363781233,0.11421983612046212,0.9427285194396973,False,False
BRATS_122,BRATS_176,4,0.270930859312093,0.21537938516545296,0.23548802404129654,0.11899389249046192,0.9427285194396973,False,False
BRATS_122,BRATS_177,4,0.27025573118675866,0.18268576206636863,0.25673972802589967,0.10791808105835511,0.9427285194396973,False,False
BRATS_122,BRATS_178,4,0.2653063596579143,0.159671029456081,0.25565900534530667,0.09457741273058203,0.9427285194396973,False,False
BRATS_122,BRATS_179,4,0.23846962843327485,0.13160367662448705,0.25705312990559853,0.12033294293925649,0.9427285194396973,False,False
BRATS_122,BRATS_180,4,0.30139264091049844,0.1998770543490748,0.2738254738745516,0.15567649287829222,0.9427285194396973,False,False
BRATS_122,BRATS_236,2,0.4001324998009978,0.32271645212732675,0.2953141559294837,0.13218611522663978,0.951924741268158,False,False
BRATS_122,BRATS_238,3,0.4228663016139272,0.3436135443470491,0.3314016401168988,0.18365271773885206,0.9351321458816528,False,False
BRATS_122,BRATS_267,3,0.44629788387312136,0.2648157807006238,0.2966408471890499,0.11902930328952696,0.9382771253585815,False,False
BRATS_122,BRATS_415,4,0.3721067299894235,0.28843184445040737,0.23550006722331346,0.16925731259841445,0.9416166543960571,False,False
BRATS_122,BRATS_429,4,0.3799073884629562,0.25136942585886357,0.20742853524836302,0.16606524092424577,0.9535728096961975,False,False
BRATS_122,BRATS_439,3,0.36081247420666696,0.11320320039200446,0.2690362046132204,0.11055332229947665,0.9581686854362488,False,False
BRATS_122,BRATS_447,4,0.33047080140099644,0.18532008615025344,0.15176832005217172,0.07801287432926923,0.9427285194396973,False,False
BRATS_122,BRATS_466,3,0.4228750161997415,0.34361703841965746,0.3313921028359449,0.18364997928140625,0.9351321458816528,False,False
BRATS_122,BRATS_476,3,0.44628992622924796,0.2648218467455636,0.29664295142350594,0.11905637823074149,0.9382771253585815,False,False
BRATS_123,BRATS_124,0,0.6748652612241022,0.5358947772849814,0.6093859229209202,0.3567154495313585,1.0,False,False
BRATS_123,BRATS_125,0,0.6371193500871949,0.45178160334802225,0.6034603206802625,0.39363435337556174,1.0,False,False
BRATS_123,BRATS_133,4,0.3676369820175894,0.19190498430444092,0.2529672027633267,0.21413574170366434,0.9535728096961975,False,False
BRATS_123,BRATS_134,4,0.3166763409880823,0.21355017723467257,0.24482963132279711,0.18565475952207136,0.9535728096961975,False,False
BRATS_123,BRATS_162,3,0.4207627447794364,0.11497009035945503,0.25276498734004804,0.15881504078428654,0.9581686854362488,False,False
BRATS_123,BRATS_174,4,0.3106082819347168,0.1403754384346734,0.07396493776819893,-0.022974872811145564,0.9427285194396973,False,False
BRATS_123,BRATS_175,4,0.25135843341710706,0.158707561417709,0.19410416194706467,0.060974457657236816,0.9427285194396973,False,False
BRATS_123,BRATS_176,4,0.2524888219786689,0.15757343111374905,0.18416697325567324,0.06611899649619009,0.9427285194396973,False,False
BRATS_123,BRATS_177,4,0.2166658277529651,0.11214943001375519,0.19274481897656137,0.06140994391658809,0.9427285194396973,False,False
BRATS_123,BRATS_178,4,0.2202031025857482,0.10185693495760137,0.19667310206531713,0.08285060763242129,0.9427285194396973,False,False
BRATS_123,BRATS_179,4,0.19180836950658373,0.06862221246231512,0.20290728670781372,0.07563980028341213,0.9427285194396973,False,False
BRATS_123,BRATS_180,4,0.2394675924899883,0.11179241646695781,0.20696327921429503,0.05512145299429094,0.9427285194396973,False,False
BRATS_123,BRATS_236,2,0.40237160327130284,0.3022576137563631,0.212627511597402,-0.002450184034854651,0.951924741268158,False,False
BRATS_123,BRATS_238,3,0.35299224083620967,0.2595181189346353,0.24303153411062234,0.033970901507359576,0.9351321458816528,False,False
BRATS_123,BRATS_267,3,0.4509433112561341,0.292602018541382,0.2040287653124713,0.012290556756601952,0.9382771253585815,False,False
BRATS_123,BRATS_415,4,0.3714439903733826,0.2806463792947569,0.18266188428352753,0.03944520900178335,0.9416166543960571,False,False
BRATS_123,BRATS_429,4,0.36764089970057034,0.19191055081365999,0.2529665241907645,0.21414292249778613,0.9535728096961975,False,False
BRATS_123,BRATS_439,3,0.42074488253333586,0.11497370011530118,0.2527520224220185,0.15882873690545446,0.9581686854362488,False,False
BRATS_123,BRATS_447,4,0.31063445500193626,0.14037798609878896,0.07396799300132355,-0.02298350304705011,0.9427285194396973,False,False
BRATS_123,BRATS_466,3,0.3529823075677586,0.2595372274316113,0.2430304298683324,0.033955867064131,0.9351321458816528,False,False
BRATS_123,BRATS_476,3,0.45092455330290593,0.2926109156650413,0.20403410698969668,0.012290227642948234,0.9382771253585815,False,False
BRATS_124,BRATS_125,0,0.8126217348611959,0.6656830760214031,0.7908089333166564,0.759426593836299,1.0,False,False
