case_id,source_sha256,slab_sha256,source_bytes,slab_bytes,voxel_equality_verified,image_depth
BRATS_027,1ce76da0e883b89a6a8c65d6323193845912bc835a312d9e3002af231d1d8897,73501057a90025ca67b8bd25be9f60e5bfb0303f29dc28c99fd66b83a316cab1,7032619,6772637,True,150
BRATS_028,0a14320cf89540ff24c3a408f59395bab5b9e63e2f6df2db58ab973109c5de8d,4021e8115da778f430f07085603214a70f45581567650ed8b1b01b48a4bc25c4,7169822,6881662,True,149
BRATS_029,d508d6622773161f4092848e8333f5a92cb3b38ddff76b834beabefec40c59e4,91a9ca3ef2a65199ff34057fb40b848d44cd1bee8ceb83879d74582b7a145d4e,7588307,7296542,True,147
BRATS_030,c7f99852e3b376a72be0ccfef9c733720fdab4731397b7da9d3d34e642220e52,68847c5bcaf952363839b5538a00047d8e5b857c4fafb0b8f67316800e38f4eb,7041720,6794512,True,153
BRATS_031,8562b0e6faa4d3946195253fd42fdfde423520b901e5e86d8c5abc490eb6e7bb,c62ea523111a654505eb04264b06d08ebf337e98ccb174b16f1828c2b97e59e8,8330206,8148177,True,149
BRATS_032,ac39093bcd2ffa68accccf678bc78da0ab40db84978643b01866cc2b5676c51b,8f01e771693349199a2bdfbc3de2a7d2288b3be834721f22877c17a8b90b5f0e,7786359,7299854,True,145
BRATS_033,7436cf8103c979f3c64c4d04e48b99abaa4a2813e0b071410470682f81f59469,297cff57c17a6058ac4bcebf6a47290848f39a4cfad9f4c6cb105d0d7a67fdd3,8068274,7763650,True,145
BRATS_034,d57a93463390ad3a9733d3190c14a3d8c7f70e9f63344fe2708983aa88e01a5b,45ea13ea8d3acd07a2c0cc417c1d65a15a7f4f71d7cfc5ac03dedb2edaef2bbd,7978493,7638194,True,144
BRATS_035,7215f329dce7df991e37220412287f6b050755f2ae43eed6b24c79fb36e81946,c6019017f67e26d94e5f33fdb94de9010d7c14bd485201ee01221383acb1d5cc,7185443,6930506,True,142
BRATS_036,cd294f82b64272c2b0d6bba46241caed5e84362bb4d3b9d5b53df7a012ed1888,d337243162443b74bfa6e59d2e7995e63393420f361bbd8098325ae6adb0207c,7274476,6999318,True,145
BRATS_037,a0baabb8488b41d5de46da30c922de547dea7332899bb0e5c9e08c67abe661c4,53b872f114f8932b329ea5307b4693300d2d7b75ad0a75cb803c2229b63dbbcf,9572675,9334208,True,147
BRATS_038,5017df8f96d3be78041ff616362a2d6ca9cb39dc6b1e69a61493017e37777eea,4e6486f9850b33527be4675b7b7734462172b962348e765052795aebb47d0357,7904729,7594939,True,148
BRATS_039,9cdbd089660d09df8b73a57232d361b9f28d124bd06aeeabc6e9cf2a3aa39b48,2d8de939da90f4d7d1be0ecc47f06c7680da192143901d590acceac5263f085b,7413065,7112912,True,147
BRATS_040,58e9ab9eb0b22872e9c1a7e930d5d814f1f89eb76f2db57fbd440f20a351fc75,8051c3c4885a16ece191dd43467e16b6d04bff6ebbe71f90361758f2964d809c,6445443,6182253,True,149
BRATS_041,5d203798f44db3f25cebb69338ea37eb263a4d9915d3c3938a4f16c3a0d6b6ba,985fe1e04b3908b7c59e1288a5097159bf651bbb14ec814a012642be0d97be8e,7810253,7575504,True,146
BRATS_042,1ce6e87141bc0de6adc4ad80b626935683f26329fa1d4f191b735ea3749674ab,0e4a15d44f14809094770a3d6db23570bc4ab34f47e805e80caa195396f60da0,8251653,7934075,True,147
BRATS_043,8b2fdbc8b5bbe6f67fe77dd0402c532c8fb7f4a801787fa2861dffd95f8f2fde,e215f903a327e378df09bbdfab8b93d136fe7a7826c46e0d6c0ea24523208c9a,9503653,9209455,True,139
BRATS_044,7687b202bee0c7ec82167390c37ddb059afab9d93cbbf855ee45875874aa6c32,135e787e865e08a28dcf7743e9cc67c216035f6ba5072ccd82b0e778b5ea3ed5,7175396,6960104,True,147
BRATS_045,ab37d0e15ed904157967b64968cf1963d1a48a80ffeb401d2c4622b7346eb8aa,f48b8e5df09406415df5f01d2a55415084ed80d3f6b72ba9c438915bbba1cd7b,8147606,7874539,True,145
BRATS_046,63cd623ea5ca3932fee0347bc742062b040b632aa95d85d18e5bff9b88144ed4,559b486d70f4641bc11996d978f78c33235c4c220a327f692b70c157a08265e1,7613857,7349321,True,148
BRATS_047,63c2363b993fa214ff4b1d9bc67d70d8ba1a9e780ea2cb6df020dc510a6f4b09,af521ea3fcfec466ca0fd096e21963dba29416cf7f250f823eac02f0c2202255,8466633,8216005,True,147
BRATS_048,8edcddd31850c6a4a99983bae90b56f1d40fc469110ab07960011eb6417907ac,e4e0680d00aabf9976693db0d20b3e092fcda6dedc625a2622f79f30b7caa637,7345374,7155357,True,147
BRATS_049,ad2f3e1ffbd7ddcc6726e68eff01a386b0f2d25fe3bfff565923b0873e2577cd,5c1ee28f92fd9558a0eb694456c042623dd2e751bde61843b05adf22f9455f79,8784708,8397942,True,151
BRATS_050,be92040da813806fa43f0ba04688bc9432192b8fd09c6f65e235aeec78389415,56595d5406122d52d9aacabdda6a5886ee3ad84a2906e2c54f316a6275100147,6737391,6543225,True,148
BRATS_051,77c0004fce84bce47c912316bdb983d0cd16d6b09641df7a4b0eaf3723172b1c,988ea0655c4f921bfe74b2f3976ad406a8b9abf9e6787e058d281f785e7ba977,6974410,6769916,True,148
BRATS_052,5ee8fe907f48979524ebf9bb8224e1b75a4a4491061610ffe4799f6f4c153266,9ae221633f280fbf4deb5faaf196df2fb98c598fa895d55d040a01bab568c129,7203529,6945928,True,150
BRATS_053,36666fc3c94103288da3e0c19d1ae73ed94530b7b0fd49d6c33e44798f05854c,fbbf4b90d930dd9275c5ee7b8b2286d622adb4b3cbc245598a164d132624039a,6399794,6217478,True,152
BRATS_054,79fdcc5ba67d6e3cf8810b8b9980d0a63b88c7ed9de98f01147b0cd9b49f3b4a,6fd0d1160c7106dec07d909a43fadb2f5bbedb9f4baf81cc1ae9e6575421d9aa,6594396,6385850,True,152
BRATS_055,fbfc862f0f74527bad105f558605f846fdbb99a8e8e6fbe1d9961935d19ed138,8c77dc6cb09363cdea04274b4aa8d6d0ad2fc9cb3da3e17f1bba1a43b6cf5cb0,6287498,6047401,True,152
BRATS_056,0d616a83aaad8481c7ee8694066e90a109cb2119831060d824165411dc4d5e00,8c56b3575d8b8316a85e6153a5a9c2eef1140f9ab9caf8f5b4437ef58e2f6126,6793364,6589841,True,152
BRATS_057,3a8cffd377e6cb3afdd9ba58893e50bf508be3b2ebd070f04a97a14b0caf82b8,bc11011c2b36bdc58de6a7fc142aa972cafcdc0926a39432b82b7db13115a2b9,6289120,6078346,True,152
BRATS_058,d9a7767a107a674ca8d9f7f968df9e19b80f1b182ba648c52512b67ca5e2d605,308f4d5612433e6a9413eff8cce029cda94457a7dde44a219ab32f2212297867,8236672,7952204,True,152
BRATS_059,0ccd6c027c28cbad2df9ac52af4dc818b5f0d25a04458fd45b0e6aeed5c6f3a8,7e8a6c2550e331f137f3e472e2c202f59117c379d0fa7135d9c7b9090fe927d4,8445628,8234915,True,147
BRATS_060,5cca1ae2164a1ae3e7b0299aa473067f3818e2858ce0ab463cbeed5bf52e080e,54a9879404e7245f5aee9dff9de31654165694c27f4ff3aae5221a70b8caebdb,8859978,8583435,True,146
BRATS_061,c044621c2eca317dc37dd846b6a5cd269b9c741e80631e5c594c037081f3f088,4e4f2d2cf5ec8b61996faef007cf9d896606e498caff853ea54f303f939c4b0f,8553342,7935808,True,147
BRATS_062,0765be6dd93cda083cd43b14d59acbe14e6e7801d80e770d7c0d96f83b694006,bd46774d37282e2cc4442d8306860a4cb7049af32ea9a399cd4307c107c1ccd9,9237175,8884509,True,145
BRATS_063,188cb5377113d5915a927f4d4cdd02bdb3865bd8b55907c7329d1c1e01036c7a,ca541d7473e4a546c0285723f6f21fbbe84dd89f175e3a4751b92b29747f0f38,8381210,8124645,True,152
BRATS_064,60b665caa0cb6d019d3626e5fbc5807add5cd0430cceb646f9e1002d5526a0a3,177b1989c7420e99c6f7e7370e331e70b1e017c1e9e22c36bd05fa0442beb258,8575553,8291020,True,143
BRATS_065,257c1ea28598227cdd49d162cfcbe08a2905d236a8ded7975fc5bad5c81e5f07,ee6140489008a561099ad78fa6d62ec65a1c2d13c8e466ecb8048888cb4f4813,10508182,10111911,True,154
BRATS_066,6d696a812a0a2e227401a12c36c3b7fbc630ddf7c318c4e3737a4debb9989187,fb565639a25d93cd2d3ef7e7bb63fe3b22c4e30185864d1462e5552e85ef4238,11217210,10932338,True,150
BRATS_067,ceaa6dd4d3fa87687c43361b802f9d81906ae7dee332781723636e3820eff6a1,e9ed5801306a1fa20d4b0e28c85a163cc70d6a3be310d020f41c504d42948e2e,7338350,7131077,True,144
BRATS_068,6cc221657e02dc4b6133c47eb2acb73e59b656fe4dc15ba5dd3947bd14f338e7,541ca96fd911e9cc819a2f8de5b5a0c9388be35c9f93bb99115a6261958fb477,6964819,6803526,True,144
BRATS_069,c3fbc1e4a7a584ff8f4561464049d6e8e529d04a565a3e62327dfae9591e0ee2,3c2ae749e24d606b780bea330ca49569973aceb3f625b34940fdd645f1b31b83,7187484,6968922,True,144
BRATS_070,5954964871233af568de21d232dd5abb2a5cca3e5fcfb098258486ed21887e3d,5ea095766254b0733e33f3b27cc7063a7bcb69faf2bf26a5b1b8ed54ed3cb798,6887794,6700721,True,144
BRATS_071,8d33ee58083b25916e9c5b23be15b25d41f9e764e0f1ac747d5471e0d3b4c781,8cd351366a6c474774735003c2209119df5d62f256dc66c6e80a4ba3ff40f4a9,7373167,7161305,True,144
BRATS_072,8e330080b7698d8e0ed64c6709fa4632040e8d239407a050dabf0ea12f416830,131d9be3a6f539b021335e6cfd04b1eb8163d6aa695e457d950a2eead9c3c0ea,7440720,7234313,True,144
BRATS_073,4ae9997a0a32bc50918db66eef8c70651b8a30e354acb05d2efbab4ba29f360f,4b4f23c86c67f6fe312ede403a8c9b4f207a5ea0cc04e0934835aee25b62b4ff,7479179,7253004,True,144
BRATS_074,181421683736bd9f479b15476d1b5c13fef314f917ff57b019a718f780d89368,dbdc5936be7d81c64083367b4c8482560861951b8fac99776c5414f2852f076b,7515886,7203239,True,144
BRATS_075,53f0c5b59a1c37f9c6f3f1cb142aa84943744d7b2917b112475a0ea6bcd68aab,524b9b813fcbc345631426abaa6c11e030702044f657468e5f9fb8780f75f1ba,9952508,9649456,True,141
BRATS_076,518faf463f08ab53c83d474a571284b30b09144f2f1d8a3191a5736d349ad112,bf2ec8b373933504a69d96f61244efa311b320e6facf36f9c33e3b384828053b,7399788,7146257,True,148
BRATS_077,94b1e33e120c10a5fdfccdb4898407a473e2ac9e2723135527d09b1f9eab8c8f,f380c5c7691a512aa64ac9657d5f63a1781d2ca8110e8ed2d2646993c97eb81d,7891276,7575840,True,145
BRATS_078,0fdb93d93b280410dbb38357cc68be23bf1d42b9d2bc344e8c906776656f2798,a0936c37013bcea72790d2add204e11ecf9c89db46acbff69bc8381d057a06b7,6140598,6009722,True,148
BRATS_079,833d76aace99949ca39be80a443a9d51c9c813ce3f7f80f0d2ae8b197e6234c5,b39752b4448994399ca8967cd24c4e39e2b50bb2f39ef5712b5497c31706b698,9013197,8727636,True,147
BRATS_080,5d854313f50254ee183416639c1ddc40ff637b0770d95d83f5d1ee98356982b8,fa95f38b6b184bb384c8df9c716fed4341a8124769cca9678c4e5b4a2c02f3af,8611868,8262437,True,147
BRATS_081,a0d8bc91dffe379925e50eeade9df53c21f87fba371e4e32b73c3e605221c6a5,92800d5135084e441afa34463852d4aff75340134ffbf634748f744ea33da81f,7487191,7300436,True,142
BRATS_082,8904e689f0bfbac4e91f9296517613e498fb763a9d2a11f0a22beb0b1ac5818c,5dd1de77c1d758257d2e60b2c613273092e6b1da4ce0137bf06c8ee9f7177f92,8006745,7503593,True,152
BRATS_083,e7134dd8c31b5e6c348ba62481703d001feb578f144d0682038ff92006a6c550,598f3a4ab57a05a91fa5fab911ed1370f1e27bbc105aa620f1c0de2567895943,9127261,8701963,True,150
BRATS_084,5c743482ae3ac46b0d4875e058eb1a0efabd575365074dce3d022c0ddb5ed32e,d4284db5f6145444560b93d11711d7499aaa8d5900c0f2be268d78725b620b74,7082719,6908125,True,150
BRATS_085,2da7de893a652822aa25757c24811571dc8e2004ae722bc93234c177afe73600,fdb1362f855643b493d5e2abb52ab460d416f1b05132bc8009de31a47a01e0e1,7004581,6696439,True,143
BRATS_086,048a20cd343812a129527d38acaf8a2c0ca0993ffdab7ceb57106570ddf2e5af,78751fe5fcb73a2111d48565b46b6bca78fc2f62a19ef63129f854c802afab8c,10201620,9868886,True,141
BRATS_087,ea871c35ed969026d6dcc029c95fd1ba7a147ef04ac4b9239ba368b8db34d943,a4e55a753ba8e7e357f97a56ebb617ab62c5da4c5f286e2c0d0a2058d3623bbf,9453861,9151727,True,144
BRATS_088,194feddea7b5172a27b5d43f179b30eed59944deb62c89ba548ea0c60e18b9d6,5b447f958190f7858b03cf69e9c9f3c43d7ca282d7756d3a8f16619df539c50d,10361675,10076777,True,144
BRATS_089,45d8813c9f4f784a4f8bb47d3c452812af76224c9b9d240e07a83f3787a61b27,bf2a742c5eb29de2f993bb36b0d4d4d35b76b3991b0216adf6d6ba6a891378b8,7607051,7382907,True,150
BRATS_090,d8035036dadf561c7f1e3666162d5b30227666a05e8cbe64234aaa30720dfce4,7f7b0d11caab8587427e320b67e6ce0293e86ab7cc9048a5e8c15c6c69a6fdb4,9856273,9627674,True,149
BRATS_091,8939798d79b36f38102261c791b7a3fdea329620df27dc444bc4cf60a5a5a43b,d592bfb645cb9aedca9fe8ed2f43b2d0a296b58377ee491796fbd9329d0c6a14,8635307,8237948,True,141
BRATS_092,32730e1eb6bfb200bd466e9f6bde17235a98bc617adf87da1c2bbeaff6e9f773,89b66c11a6012aa16d4233b1125156d9b18b0acd192e3f8d01192b48a3ae318e,8819269,8589916,True,146
BRATS_093,e42c560b7988e33f251f1fbdf373858a0267144905b51e00baadad444985ea12,3e198708dc9c29570db4c7d1ef185e8b1a423f87b36c82c4b0924308f97cd295,7110780,6889273,True,145
BRATS_094,00af145f631862bee185c306eabff00acf87736ed5eb11ac8502737628de2cd7,48257625623117c6574437a0f1e3cfdfe0b58b466ec7481d500710b3a77d8d63,9384378,8876332,True,154
BRATS_095,2801941fe58ca322f51f7c7a852583a585116d6f7a2e4ea7afaf0236ecc8d675,57f02121ab2460b0cfd06e19023884c739faf8930b32c5895ca46fdaae1c2671,10580397,10283909,True,149
BRATS_096,5ccb683b440e5b9ad76011694cba30407cae8f85fb06b480479bc1dec1fa2e3e,5761ebf2150afc875b7a3630f081aea4f4d73b382d66f1835c8c151f6e563825,7877658,7643384,True,143
BRATS_097,8ae480a629802fb1d8ea86b47a5006e7680fed5749de38a4316762e9b05af5ae,75a717cac20152591f70c003dc2655d11b4ac35cc7823d9842ceeb89f3527867,8611133,8193215,True,149
BRATS_098,492725af3edb68b4cbdb781af638bda25ea60b9ea354d56492a93fc6bf4ce288,4261f92669fa9acc126ad09324456c0b1034f90c70de58b18a111134b073b60d,5632900,5634144,True,147
BRATS_099,d93512883425c15be7b61a9f2928ea2567a7ca3844fd9665767ce276a6d96f56,33a86b0e040b1664dc3b070f65baa256714518fc647dfa7f680fa2fd83e6fa2d,9014142,8680568,True,151
BRATS_100,9ead0efa017eab2712db506d8c05d918f76abd1b5bf160f94c3977f191bf411a,6e7490e3646461f2ef51d15ccdc8f0f0d71e7fd97b374d87448695485a2109e4,8744649,8456018,True,142
BRATS_101,854908e2f0a17acb2a4907f0af84139325409d740f0e51e4135eaadf65a84042,1397f6619b462e4f277f1dae349036ffab7152c7206322886785c9f030e1aed4,9003292,8614210,True,142
BRATS_102,1e251ca377dc4a75823d4b8240aa6c1a28d0df530dd2b5eef332746a5418935a,0049de1e3c98f6267e9b16fc199c7e7427fbc059a19a27187a614b6c12ccf3b5,8391663,8125725,True,155
BRATS_103,744b3783c2a643fe27e3e4dfcf190735811b62b6cea8985e1418f5e3de66fc18,e5e1a53828a5233ab223f3ef6584905f5ebad97f0fdfeb3083222b9f6afe0b78,8140766,7893210,True,155
BRATS_104,0a1842f999e238f000cfa088d16dc61ff132c7cf9fe45d3734008b085010fde4,ae6d952600e539c23424d12f5de88e984c6b5fe4a67e12d4fdebe56dab3b0371,7326233,7201779,True,147
BRATS_105,af777e53271905f803da1ac90fe2bf2504679073491573c9ca989118dd966c62,872e3f2c7cd555dbeecb6d97ed75866d55848f45622386fc6217d68bc2adf7f5,7695691,7519448,True,147
BRATS_106,18bc7d6a1b9f22896e3577858579591228cbc5a6a2d7552984b1dcfd3c961307,cbe2b09ec2556a26c04c9b8be23226f9debc0558f1de906f3c3ac4c1fc3c34c8,9138837,8786168,True,147
BRATS_107,99b76679449eb5a74028791d71a7b2e74e390593c6d7b9d271b6756647ddb84a,98ade62af252562786f4c2a1c99cc585e99694fcd2a8e23060f2534c86226d75,7532207,7386461,True,147
BRATS_108,a2a8d91c013e9eac8db112323a3dc0cd45014fe51cfdabf3d760c1deb09639f8,6ca73eb5d1aa85800a550be8d0ed1d61a1ecb1e4227c42bf37722defc24d7da5,7841580,7562954,True,147
BRATS_109,279b806e930510d54056f4452f3e3491ea6a04ca8147c6ead61dbeab516a4eb4,dcd68b1e4553e9e35d136083851168abed533fb7d0ca25ed1625c03cfa89ccb8,6605492,6430972,True,147
BRATS_110,df8d6c670dc563b66b7141ee6493df0877c6a5ec4499d60b55e06dc028219db5,2ae5db1dee0ae400f6e0ac3a462fff4ce164c444e1c9daedb71db664d9f10837,9825589,9350368,True,143
BRATS_111,925e8cbbd89943dd204289a85f5991b43fa37d39576ec7aab266a060de906add,8293f2c9269d2c1321ad81cbbbec08a21e13b098f946581722cf4c83db95ec2c,8059693,7713501,True,143
BRATS_112,ff858171db46291fe48b0df85a92df09ab8100ba9cec292e750d6e1478a5ccbf,bfe9412fe8da99ee3890c280424aa0e02ffaec4b580169ee9e1b74367068d5e7,7154659,6779022,True,146
BRATS_113,924508e0181d68474e80cb66ea8a58bc83607c1ac2d2c3f9f0c36fba45ba36ab,d51fc14ab6a9a61a4c0a8931001f0b49f53a6f18145844c7a27598e3986e69f9,9159775,8867813,True,140
BRATS_114,57a67fa5b70cbf364351cd677b621a64d3f21e78d3fba98169f057316b6c8fbd,380da3f8a06f37067838c73fbe75650ed36f3d8978c7a46a023950c89aacc210,8603869,8335463,True,140
BRATS_115,10d19ceed545d899297da2ea6b0f2c1d294cfa69bc60fc0d629e9e158dc5cded,1afa86e6c975df18f3b865c2fcd55de56440329886ea21ee5e2dfb5cc13933df,8525837,8121678,True,152
BRATS_116,2f3632b062266c83d70888828ce873672855bb504476b4190d58cf41f8026b7c,df6966d65afa19fabd70e29462f687e7ab95eb98de1b5d77c09ce56ba65b4a15,7358177,6925109,True,150
BRATS_117,7144ce42ec83a8024b60b9594b7047431b24a779272d53d06891e4be073f71d2,2f9a6c48c95105b67d7bb146882e8fb8f5592b5d6318a6f774ca5ff946f659d7,7486448,6970300,True,153
BRATS_118,f09875fb4fd69faae11aeec7cf37d8f21915c65ba95be22000158621426775bb,b7e1d5d18f924f814bff1c8fb8aa4f75d458bb8ec1bd4d89fc8ad7fd4a5c4c36,9727615,9314272,True,146
BRATS_119,424d9e5d958594450d68ad182ec6a0069ec9c231bc8470adc74a474399342058,5a7ca49efb33f07d57e8e6845975de0d69db498b2f1dc53ae9a94dfbe5ce604c,8556088,8282407,True,147
BRATS_120,3e1f7d38c467904b6fcde0f2c6b812051bffa202b0bc8e2dcfee633516673174,22e1a99361c6dab67f1fa5e00fe047c156dbdfb0d787156534c37f3709fdad1c,9303648,9110374,True,143
BRATS_121,e80bdcc6c9f8247f8ac73e57f35cd680e9055faa243e3d6d1a62074ad44abe2c,c56d919aac1dc4d3768d04a5c56e8643c05a155c1934c6ab5ad9d8c68f67d4b1,9364673,9149270,True,140
BRATS_122,a08de3949ab67e199a8a0b2e35eb8c7d16da1eb107727d549181f90cc976f5e9,c6e7bbd359c50307c5dd60cbaa1e78e3a97690ae1df32287704e0026824c884f,9481352,9265625,True,143
BRATS_123,c32c52853d5da3d0834ca5082f5c8631dd287634fa0687ac12713a680a0d0f0f,34b1b819d7de5546d15d12d32b64ea1bafdc27ea4f8d3a838484840253b90c5c,9505652,9260593,True,143
BRATS_124,c966c12d4e4f3f787b7f997436dd61e386ac05e7e0ff2f5cf775b52ce886710a,47a137d59ac53e5fad158703eb5e448ded9c7e34e80f0b189c09c793ae1f7c86,9533361,9283252,True,143
BRATS_125,7f8e4fa49e71a08a6ffe05cb0aec3ce59919df8b6f8219406c791862f928cb70,6f01268dbb443a791e56283cce0d4f365b99af2390e6c273fb22ba88b26938d3,9373471,9108765,True,143
BRATS_126,1076f713b8f97cd35b2e57ba38850f79380586e6fbbbf2c2c5c349994014acca,bc0e19712a7539c0357d16ae3826016101e27017e56c7261480e7f979c9ed0f1,8824511,8523042,True,144
BRATS_127,1c504c4589fb59d96ca16c9a3805d94147e50801ace640b6b729ad663dd9cc2d,13578b6399392e0ccfb60e75a54fc9f437bf9bb44dc817217fdc1fa552dd96c6,6207698,5957995,True,144
BRATS_128,4e68a7d63d1f98ca27961218769a85888ab6f3a587ddb01830081c2c6a920157,ae75610ab1e9acc370631546c3d9ac1bf4d706f4f26c23839b37da1e0aa39f99,9245609,8999036,True,145
BRATS_129,bc7369598eb464c281fbacf46889281fa92ba7db3fd17808cb6187c752b2a8d0,17237581317d845757a67fd15eb79bada08956e13ba1bf380561856f5fcaaaad,7814004,7455487,True,148
BRATS_130,d5edefdcd222ec24396923d49d185c73f0a7c1846c639037f790a9b00f38b880,6e92ca93b841577accc3663f8389dad9def5bf29ecc01e0e1c43d025537f0e0a,9402743,9130238,True,147
BRATS_131,aac7bf0f5d892831cd40931def13c880b0d6ca72404def249b90d864af58ffdd,16a686aabc348a059d38fedae69c9611cc9a4bbb801046496a3f1552742ceba0,7216353,7114622,True,145
BRATS_132,f09e4bc9664fee9bf20c6a4aebccfb7273b141a7a0afa277c08979766f25d34f,19799917cee04f8d8891f34d8e79b102b570a595a05844fe5ce4c71f2a733096,6920660,6551084,True,145
