image_id,group_id,y,correct_seeds,mean_probability_yes,probability_sd
14bf5c21f2e2bd3d8df1cd9392c49d770ff1b9de30702ea7ae7aa51095989b2b,14bf5c21f2e2bd3d8df1cd9392c49d770ff1b9de30702ea7ae7aa51095989b2b,1,3,0.9301307533333333,0.08871628159758803
16266df37b596ba5c42fb4225ae4cb15711d304d322448d8f379e0f71b73ae03,16266df37b596ba5c42fb4225ae4cb15711d304d322448d8f379e0f71b73ae03,0,3,0.0175244255,0.00946959011941091
1698e358015b2ecda49464781e87202cb625b72cfe0d2bc1e392f949afad6345,1698e358015b2ecda49464781e87202cb625b72cfe0d2bc1e392f949afad6345,1,1,0.4045027966666666,0.3364344615908576
174f6b1339f3388fd728daf11bfb700a914610a67bc43498ebd6e30ba4066671,174f6b1339f3388fd728daf11bfb700a914610a67bc43498ebd6e30ba4066671,1,3,0.8928658933333334,0.12388876740632154
1902269e7e57107f2635fce6eb02fb789968bc5c23093a302b4b7ad9db218eb4,1902269e7e57107f2635fce6eb02fb789968bc5c23093a302b4b7ad9db218eb4,0,3,0.039444298333333336,0.03579881031561513
1945a41778e1fcf8341500525e443c5347977c28baf26a0ced32f99534edd898,1945a41778e1fcf8341500525e443c5347977c28baf26a0ced32f99534edd898,1,3,0.7295257199999999,0.1707394490068455
1a60d983296b4d7d88bdf016ec3acdf6928f4db711a3ea5526b312c1dddbc2ba,1a60d983296b4d7d88bdf016ec3acdf6928f4db711a3ea5526b312c1dddbc2ba,1,3,0.9531921333333333,0.012933497383667485
1aef7dac4e05e817a3496f6a49b890c9f2fc84b3afcda460c74f76723e09851e,1aef7dac4e05e817a3496f6a49b890c9f2fc84b3afcda460c74f76723e09851e,0,0,0.6630139733333333,0.0852106295600463
1af16b025f254c861448bec4d04652b8f81a6850788d507160404fe4f14a5c4f,1af16b025f254c861448bec4d04652b8f81a6850788d507160404fe4f14a5c4f,0,0,0.9394347533333334,0.02275555358321425
1e2adee64d6c09c9ed31a05ad463ad803ca8e4b5163f7764753595f0d15241cd,1e2adee64d6c09c9ed31a05ad463ad803ca8e4b5163f7764753595f0d15241cd,1,2,0.6921811066666667,0.3426641167111318
1eade1774cc1953e749e172027e573e028bab9a2a2ab71c687c9d75d60b72312,1eade1774cc1953e749e172027e573e028bab9a2a2ab71c687c9d75d60b72312,1,3,0.8961456166666667,0.047138373234720664
1eb7cf5942ecb82b5ff0b4f2d8120376e85d5638ca2d3669a7fd6395c1fe2555,1eb7cf5942ecb82b5ff0b4f2d8120376e85d5638ca2d3669a7fd6395c1fe2555,0,3,0.07317738833333333,0.05559313786999619
207b091128fc623231f1f7b9e0cc5fb1c112ef55d8d14933de01a634a07cbb7e,207b091128fc623231f1f7b9e0cc5fb1c112ef55d8d14933de01a634a07cbb7e,1,1,0.48641867666666666,0.2051129416410179
21ae5635ab2eeb4023aefda84a22d6f1e81aeaf32fcf51cb5285a65156b1c4aa,21ae5635ab2eeb4023aefda84a22d6f1e81aeaf32fcf51cb5285a65156b1c4aa,1,3,0.948368,0.030880834621654852
22a67d35823acd63be6dca107cbdb4bb73ebb4cc230e0f5c19d7fc1d6f761879,22a67d35823acd63be6dca107cbdb4bb73ebb4cc230e0f5c19d7fc1d6f761879,1,2,0.422183,0.2854609306170636
23ebabab03840d54e05602665447bd00f9e794ee4a5b913f3f0422e702927258,23ebabab03840d54e05602665447bd00f9e794ee4a5b913f3f0422e702927258,0,3,0.21924252999999996,0.07726076684307953
24d646d7d0db7f6ed4fd2ce895d86acd1c879548873e89a83d72b7a148e2a8fb,24d646d7d0db7f6ed4fd2ce895d86acd1c879548873e89a83d72b7a148e2a8fb,0,1,0.7405298,0.2714869427283014
254ec0b2133af0acfddca8c448b694d23d062f985daf388d05ced2f269372966,254ec0b2133af0acfddca8c448b694d23d062f985daf388d05ced2f269372966,1,3,0.9683911633333334,0.009498020142273477
2696e7062b07582af40cc808c1d7ec35909b89548d5f99f2ed8d7f97e45374f9,2696e7062b07582af40cc808c1d7ec35909b89548d5f99f2ed8d7f97e45374f9,0,3,0.18112494666666668,0.17626296538761207
292e7ecd789514df747778a15feeb10229484e54145cdf53d4171ac7095767ed,292e7ecd789514df747778a15feeb10229484e54145cdf53d4171ac7095767ed,1,2,0.6491579766666667,0.2690256442158566
2e2dad5d3461106137a6841bba1f19176be2ab0e51a7b673e8a68bd2d9f698e4,2e2dad5d3461106137a6841bba1f19176be2ab0e51a7b673e8a68bd2d9f698e4,0,3,0.11166821433333333,0.17008583026893279
2e4022fe7fc53cf77d62062f18e14f5ec77c5547aeefa8b7a119c531a7b7881f,2e4022fe7fc53cf77d62062f18e14f5ec77c5547aeefa8b7a119c531a7b7881f,1,3,0.9858198233333333,0.0028601992206196375
2ed39cc6daa76227fef121e3687cd919552874410cad3b708ad363313a942626,2ed39cc6daa76227fef121e3687cd919552874410cad3b708ad363313a942626,0,3,0.15798025133333335,0.142547158834017
2f0019ed81ac1f1e20cb097e01ef675244c5a5c79cd53252977cf1ac511696f4,2f0019ed81ac1f1e20cb097e01ef675244c5a5c79cd53252977cf1ac511696f4,1,3,0.9587172966666667,0.05396018532991921
2f2c1f55950d6e6debb2792a17caeffa3647a9fd22078ce4c87040deebe06dde,2f2c1f55950d6e6debb2792a17caeffa3647a9fd22078ce4c87040deebe06dde,1,2,0.6645033966666667,0.3278636860953025
314303a089cd03a3d3bebf93f68982465fc8a3fb2a866737d64d8f374ee90a3f,314303a089cd03a3d3bebf93f68982465fc8a3fb2a866737d64d8f374ee90a3f,0,3,0.13521432466666666,0.20119718864130276
324e1fd6887615bbf9df92946ff501fe5261ec0aa18bc0d1d7fbefeb3a4c2de0,324e1fd6887615bbf9df92946ff501fe5261ec0aa18bc0d1d7fbefeb3a4c2de0,1,2,0.6700155233333334,0.46318395846276955
329f1df4eb53b0530dcf747e4459b87e11fc5ea7c4310a090dbe01f5e925ac38,329f1df4eb53b0530dcf747e4459b87e11fc5ea7c4310a090dbe01f5e925ac38,1,3,0.9729643866666667,0.0073497276449221915
34eeb369fff52f1ad84bba5d77da167a26ca5249293e3910bb04e8af2bf2ba25,34eeb369fff52f1ad84bba5d77da167a26ca5249293e3910bb04e8af2bf2ba25,0,3,0.13456629499999997,0.15683843045139487
35a85607e878f71298a48027dd27c67c1dc264b6d02f6396bb73601a2e60fa93,35a85607e878f71298a48027dd27c67c1dc264b6d02f6396bb73601a2e60fa93,1,3,0.9093227633333334,0.13314381258517433
3652939af3cbf768ff328bff19516311327782dd22d50300000e22ae6165926a,3652939af3cbf768ff328bff19516311327782dd22d50300000e22ae6165926a,0,1,0.7178138066666667,0.2718026147384093
37620b4b8c65c53aef47fa09e10df9ce20dcc41ebded86ec8c2e37b0a99946e4,37620b4b8c65c53aef47fa09e10df9ce20dcc41ebded86ec8c2e37b0a99946e4,1,3,0.9241520866666667,0.04870997571178344
3a31dc475b21cd0f059f05699ddad612215751f0755ee0317c78677a6f658542,2e2dad5d3461106137a6841bba1f19176be2ab0e51a7b673e8a68bd2d9f698e4,0,3,0.10919724166666667,0.16468977913620136
3de32c152527af18060fc9a0eb01b0ede6025f1994ad3586e96c4a47c3e23898,3de32c152527af18060fc9a0eb01b0ede6025f1994ad3586e96c4a47c3e23898,0,1,0.7131331733333334,0.21032646662314666
3e71fcc3f8a78e780596bbec3dc14e6e087e8d2f9a9eafdf54aa98995bf96af2,3e71fcc3f8a78e780596bbec3dc14e6e087e8d2f9a9eafdf54aa98995bf96af2,1,0,0.3379485166666667,0.1452663871796715
41ba1713a0172bdfc63c74f78b33b7fe084c29f647de8fc56d71675df288615f,41ba1713a0172bdfc63c74f78b33b7fe084c29f647de8fc56d71675df288615f,1,3,0.788491,0.10987842108185991
422860947a7370673e9f10d40c9b27be86a1afd1bbf8382eafc38af114139d64,422860947a7370673e9f10d40c9b27be86a1afd1bbf8382eafc38af114139d64,0,1,0.46429136,0.3830857249459326
431754be1638a610ffe6109396a1be83fe84be89b319a9468c7702b7ac1cc451,431754be1638a610ffe6109396a1be83fe84be89b319a9468c7702b7ac1cc451,0,0,0.9768265666666668,0.005036004857358025
446d46ed863618f0ff04e8b2adb4f8af368a4501e14c1d265c3fe9262a73c49b,446d46ed863618f0ff04e8b2adb4f8af368a4501e14c1d265c3fe9262a73c49b,1,2,0.6157410266666666,0.26859039764063913
44a9fb3b86cdeb63e8858c40ac79c109d89382cfb30fafa7eb703449c7433ada,44a9fb3b86cdeb63e8858c40ac79c109d89382cfb30fafa7eb703449c7433ada,1,3,0.9264187666666667,0.02879084430284968
451abc50aa05888273efbe1c2559bb9d2d200fb87912af9d8635fe993b87d58e,451abc50aa05888273efbe1c2559bb9d2d200fb87912af9d8635fe993b87d58e,0,3,0.34978153333333334,0.09546446622814654
47edec7cf5074482816e0f126933dd75201afaceea91269766fd19a0e1dcbd23,47edec7cf5074482816e0f126933dd75201afaceea91269766fd19a0e1dcbd23,1,3,0.7148195666666667,0.04365958422618481
47f67e38e8ed23e7e9aa76825d01d8736c7ef0739f02f22f8a63fab50996a2b7,47f67e38e8ed23e7e9aa76825d01d8736c7ef0739f02f22f8a63fab50996a2b7,1,2,0.5294511633333333,0.3824470166267663
4833565f53ed51543091352a222ac98b1c6096441861c9c035127a80fd460257,4833565f53ed51543091352a222ac98b1c6096441861c9c035127a80fd460257,1,2,0.4057914716666667,0.25768143632369184
48e14956e775a971778412f5edbc26f87ed3ae651aeca48fc069294f6dcc166c,48e14956e775a971778412f5edbc26f87ed3ae651aeca48fc069294f6dcc166c,1,0,0.07693759866666666,0.032100801120503286
4b28a53817d0da69153d71be73ea818aaa6ac48f65a8dd2a5d84a6225fa0f94a,4b28a53817d0da69153d71be73ea818aaa6ac48f65a8dd2a5d84a6225fa0f94a,0,3,0.28196478999999997,0.16678781265297266
4b500751557f10159179da0bf35abdbd125e04d552884e8115db912c31f440e5,4b500751557f10159179da0bf35abdbd125e04d552884e8115db912c31f440e5,1,0,0.22045761333333336,0.11898075498385666
4bda8fe0504ef79e0c9e3e86bb23aae41a67fc050c524ee0e18cc8f923a5da1c,4bda8fe0504ef79e0c9e3e86bb23aae41a67fc050c524ee0e18cc8f923a5da1c,0,3,0.23574271666666666,0.19001142530589477
4c4af743766a62e14e2ae1574ee830f224e8414d4ab32780ed3c944b3dc0539c,4c4af743766a62e14e2ae1574ee830f224e8414d4ab32780ed3c944b3dc0539c,1,2,0.40489536,0.34279928752777306
4d8dbdef0dbc0e730a06c85a85e95e1fddb41fd583e3b6419745374b200e7406,4d8dbdef0dbc0e730a06c85a85e95e1fddb41fd583e3b6419745374b200e7406,1,3,0.9835019166666666,0.006961599071034815
4da5f26b15d55f6827b7ad2ae5e93bc89be1ce8765d1b22bef6de53f356bd801,4da5f26b15d55f6827b7ad2ae5e93bc89be1ce8765d1b22bef6de53f356bd801,0,2,0.2674985266666667,0.23581982534377732
4f32eb2f6b3971b9fb5e331b16ebeba8aeca02becbe749e9b95936fe340dbc92,4f32eb2f6b3971b9fb5e331b16ebeba8aeca02becbe749e9b95936fe340dbc92,0,3,0.10381444966666666,0.1619899536579745
4f79af97ec4fbfc7351cf3701e43ab63ff4dfe692acf75c53a5ead6c689e3148,4f79af97ec4fbfc7351cf3701e43ab63ff4dfe692acf75c53a5ead6c689e3148,1,3,0.97358292,0.0052870112647127945
504cf37dce31c02e1c6b1e99733a67d3f08d3c9483d98f79165d2cee46add347,504cf37dce31c02e1c6b1e99733a67d3f08d3c9483d98f79165d2cee46add347,0,3,0.09584054600000001,0.07478204090385347
536ae010b72dec062b3a689b3915910694c732a12098ef5bdc10ebe81b7477f3,536ae010b72dec062b3a689b3915910694c732a12098ef5bdc10ebe81b7477f3,1,3,0.9866938799999999,0.001934754319829756
543e00753b2ae3a42b97e68ca83e94c7ea945e6736e6e1d7dd26808a5dad0e8b,543e00753b2ae3a42b97e68ca83e94c7ea945e6736e6e1d7dd26808a5dad0e8b,1,3,0.71397583,0.11070243388499508
550d0cb250962b4ef1a0cbf8dade59019a8a5153041d49dbfea6410b89f2de79,550d0cb250962b4ef1a0cbf8dade59019a8a5153041d49dbfea6410b89f2de79,0,1,0.6064906566666667,0.1859206882520814
55391a8799e783597b1bd4c53b3b72c6ad20f1ef5fb2634151f26d218bdc1dab,55391a8799e783597b1bd4c53b3b72c6ad20f1ef5fb2634151f26d218bdc1dab,0,2,0.3485837766666667,0.2609582659384158
5627ef7310a2d5775b2633f1fbf4eaa77ed8bc83a83e663fed0e7810f833b7e9,5627ef7310a2d5775b2633f1fbf4eaa77ed8bc83a83e663fed0e7810f833b7e9,1,2,0.43976680566666665,0.38131006476099083
56562a6e44ee836f84a036e2e76a09f7d302082181f58852651d2c48646ccc2a,56562a6e44ee836f84a036e2e76a09f7d302082181f58852651d2c48646ccc2a,1,2,0.46890770333333337,0.2847584320194857
5a9dbf470b9fee34a2f5eaa783b6e548ace139ae5202b6c900100a5e049baba1,5a9dbf470b9fee34a2f5eaa783b6e548ace139ae5202b6c900100a5e049baba1,1,3,0.9465091433333334,0.0732638895842777
5aad9032ce847fbf5fbef835461e111546a72ba7e2e2b207f59845a52082ed85,5aad9032ce847fbf5fbef835461e111546a72ba7e2e2b207f59845a52082ed85,1,1,0.43311066533333337,0.3525975099860092
5e7eca14b014e04c8fbeb72cb2b5662f79b07e0ea57ce3f1c33d8efa1b5c937f,5e7eca14b014e04c8fbeb72cb2b5662f79b07e0ea57ce3f1c33d8efa1b5c937f,1,3,0.8248692333333333,0.14767825709880564
61883bfab06bd929d96b99d4cd26106c446d2e909ced077d4420d887aabc3aef,61883bfab06bd929d96b99d4cd26106c446d2e909ced077d4420d887aabc3aef,0,3,0.045835043666666665,0.03267518128824935
6457a0d2fb6d07c823c7897683790dadcd05fe0f3d6b5794eaec0db3614d25fa,6457a0d2fb6d07c823c7897683790dadcd05fe0f3d6b5794eaec0db3614d25fa,1,2,0.5468364933333333,0.33384338051858453
664d62c750b5c76bce37e6b7496f70a9195a139c893da9e2487cf441bd622dda,664d62c750b5c76bce37e6b7496f70a9195a139c893da9e2487cf441bd622dda,1,2,0.6326117766666667,0.23941977376339163
665398dd64a3482917a9fc377bbcbee957e0f4bf4e48a7d49fb3c6bfcfdd73c9,665398dd64a3482917a9fc377bbcbee957e0f4bf4e48a7d49fb3c6bfcfdd73c9,1,3,0.9771739199999999,0.0074531733839486225
66c14a914a8d149d4c415d36fcb7607883eadf549c938a8f5a3647b10c66c81c,66c14a914a8d149d4c415d36fcb7607883eadf549c938a8f5a3647b10c66c81c,1,3,0.9068447433333334,0.05648545202293805
670808c5e5ca6952dec91dafc3dfdb9c9851e9e07feb3bcf7b0d5698900736f0,670808c5e5ca6952dec91dafc3dfdb9c9851e9e07feb3bcf7b0d5698900736f0,1,3,0.98290678,0.012741814611220035
672fe2915aed29f9bab68d43b1e27356953639bb442aec4aa5abf3c61dd3ada2,672fe2915aed29f9bab68d43b1e27356953639bb442aec4aa5abf3c61dd3ada2,1,3,0.92576108,0.07256528659094717
67778117c04d9ef5410e5521de74b72c8e3085491ba75d99bd2109762a058efe,67778117c04d9ef5410e5521de74b72c8e3085491ba75d99bd2109762a058efe,1,3,0.6928899333333334,0.17046674488005956
681e44e7111a482ff90f70efd6cdf2b884d671322604ff93c091e46b55b2064d,681e44e7111a482ff90f70efd6cdf2b884d671322604ff93c091e46b55b2064d,1,2,0.62472994,0.39853079834609867
683f3845f5e1a3e4b1f8fead91bc8f1f840f7e6724d34d9ea393e0b71d86d220,683f3845f5e1a3e4b1f8fead91bc8f1f840f7e6724d34d9ea393e0b71d86d220,0,2,0.5235809733333333,0.17720305946883122
6849ea8acf8659b60e837c2d45f4431f833dbf95efa93a350942018e926c3133,6849ea8acf8659b60e837c2d45f4431f833dbf95efa93a350942018e926c3133,0,3,0.33930075333333337,0.18933243031424526
68919dfe7ceaa406c0bfc2169b9c4dde4bbdc16924bac60dff531798a2e5b80c,68919dfe7ceaa406c0bfc2169b9c4dde4bbdc16924bac60dff531798a2e5b80c,0,2,0.324309784,0.3090961475658619
69539671b91647ea6da6be1be361bc4b6872f34f9bbd3c85f1cfa5443a838320,69539671b91647ea6da6be1be361bc4b6872f34f9bbd3c85f1cfa5443a838320,1,3,0.9551555400000001,0.039061318185376184
69cde100d8dad52331dbbda9ca626fc949c9eef87ca4ebf9382b1b9789ac277e,69cde100d8dad52331dbbda9ca626fc949c9eef87ca4ebf9382b1b9789ac277e,0,1,0.41618169999999993,0.3284919254268141
69f020ad229e313caa6d2ba04285a8fd070c7bd45d1759c9ad22a89902c98500,69f020ad229e313caa6d2ba04285a8fd070c7bd45d1759c9ad22a89902c98500,0,3,0.03347405033333333,0.015999011784139056
6af768514c2ab6b4609d28567d61ed8a7c5ffc020422713a7be95efdb8512f6a,6af768514c2ab6b4609d28567d61ed8a7c5ffc020422713a7be95efdb8512f6a,0,3,0.26968225,0.06394074605896617
6b41ec7a12d3954aab0892e618d76036efb4a9977a9a0a639d39aac312bd1e66,6b41ec7a12d3954aab0892e618d76036efb4a9977a9a0a639d39aac312bd1e66,1,3,0.9896846666666667,0.0024791795827114153
6bad7d1585147284f24fc35d752cd3f50dce273de2c4693881704b962524f627,6bad7d1585147284f24fc35d752cd3f50dce273de2c4693881704b962524f627,0,3,0.016952471166666667,0.013874380617892139
6c71c752f33946a433918eaf8039299a42b2039a5a095c0e388f56e9766ac020,6c71c752f33946a433918eaf8039299a42b2039a5a095c0e388f56e9766ac020,1,3,0.9501156633333334,0.06479499732238779
6d4e0c545f93c3ab169b47a935b7f21690246488827c8cdb3c023e97bd52333b,6d4e0c545f93c3ab169b47a935b7f21690246488827c8cdb3c023e97bd52333b,0,3,0.13870191756666667,0.19764295875360166
6d968dde7850cb6817e1e97667e3b30d17deb0084fdb32fa466b3d30ab5b169a,6d968dde7850cb6817e1e97667e3b30d17deb0084fdb32fa466b3d30ab5b169a,1,1,0.44509783733333336,0.44340631337408665
6e1ac6b240112e9e349b67bfeb2bba25e352480890399149effcde0d3f6b8f5f,6e1ac6b240112e9e349b67bfeb2bba25e352480890399149effcde0d3f6b8f5f,1,3,0.7387590333333334,0.20573790547958568
6f5d6cc12ba22d7a4d7fe85d4d5df6e22060234401ce415fe7a8577a2c61071f,6f5d6cc12ba22d7a4d7fe85d4d5df6e22060234401ce415fe7a8577a2c61071f,1,3,0.9570731566666666,0.027723958318422576
6f83510d9f035d7a17efffccb9603239c49ba14dce10dbe0e25a3358e63a2ffb,6f83510d9f035d7a17efffccb9603239c49ba14dce10dbe0e25a3358e63a2ffb,1,3,0.7650639166666666,0.14512940221490558
70fccd62038f1e8f3fcba827e8b0f332f75bc4e329d47d979515a6fbf63c607c,70fccd62038f1e8f3fcba827e8b0f332f75bc4e329d47d979515a6fbf63c607c,1,3,0.9797981,0.008453752463255543
72191fa7f5b2152dac4de294b17bb39aa06f68db47db9663438d1bfd4bf8c91c,72191fa7f5b2152dac4de294b17bb39aa06f68db47db9663438d1bfd4bf8c91c,1,3,0.8249607999999999,0.16933568652997985
735cbef9552a14d7b4a3f84398a094d8eef2c0c9101b3f51c2f077b896ad4856,735cbef9552a14d7b4a3f84398a094d8eef2c0c9101b3f51c2f077b896ad4856,1,0,0.2942359623333333,0.23345476889913866
74773d0c8f97c8872d42e776ebfd53b29635c3b80b6f888a440aab2c81fd46fe,74773d0c8f97c8872d42e776ebfd53b29635c3b80b6f888a440aab2c81fd46fe,1,3,0.8236219833333333,0.2538421178773941
74b93408ff406b590048dede0d5accd77ab671e9e5f2b589ed6c85335f0018b3,74b93408ff406b590048dede0d5accd77ab671e9e5f2b589ed6c85335f0018b3,1,3,0.7184209233333334,0.19321247547955603
78e97d3de70b032f0d206a290be5a6f5b64f7e058d60e0ef0331a2f58438a43e,78e97d3de70b032f0d206a290be5a6f5b64f7e058d60e0ef0331a2f58438a43e,1,2,0.59151355,0.2071448253129981
79bff1fc200032db892a2bd9343a55322495903f39d07ab4d25df451ec37703e,79bff1fc200032db892a2bd9343a55322495903f39d07ab4d25df451ec37703e,0,3,0.11599769833333333,0.06976130099275786
7b410517b5262c81b8cbd2a606b2b730e4aa41b2f4c405c406d0ab497a375fad,7b410517b5262c81b8cbd2a606b2b730e4aa41b2f4c405c406d0ab497a375fad,1,3,0.76640665,0.19513004709407902
7c2aa4a53c65298f5547d4782c6cb9664113aa34ef5141a7028d18270cf092ee,7c2aa4a53c65298f5547d4782c6cb9664113aa34ef5141a7028d18270cf092ee,1,0,0.10590414599999999,0.15746056404724762
7dc5473174aec3ca64789d8d27423520862e2e51a761cb1afd593b6971209437,03d5e5c31d9cb551d8e72ad20ee33ef851d7dc57431e19739286f84f8ee5aae7,0,3,0.012036047333333334,0.002570162626627025
7e9ebe5e3006d2fbe31f191b04bc1b099ceb8d289e7a45f10077df19187a9021,7e9ebe5e3006d2fbe31f191b04bc1b099ceb8d289e7a45f10077df19187a9021,1,3,0.7275329833333334,0.18926177219724236
7f2c92f25bb20cc189aa475c0e8c21ed0b70b538a33920e2fd6a3276522406f3,7f2c92f25bb20cc189aa475c0e8c21ed0b70b538a33920e2fd6a3276522406f3,0,3,0.018817010666666665,0.014905481754229762
81fe68a9e2fc315e9710282f606a670778130998e1390a3144d9bf5b31bd4065,81fe68a9e2fc315e9710282f606a670778130998e1390a3144d9bf5b31bd4065,0,3,0.15718744233333334,0.13273530523326157
83aa22fb808a463ea27c21ac8706381c25c3aba0c7b79fdc3569fdad0abe4a26,83aa22fb808a463ea27c21ac8706381c25c3aba0c7b79fdc3569fdad0abe4a26,1,2,0.61798823,0.32843703260276985
83aaaf100259fad75d3cae0d1f0acedff5a3718d7d1db32062bd1cd3aac86688,34eeb369fff52f1ad84bba5d77da167a26ca5249293e3910bb04e8af2bf2ba25,0,3,0.13181818566666667,0.15559666208560394
84496f2b562de7b5ffab87ee4e24c778c46e69df2c6a934aa6b4af6eed65575e,0198278fba06be5fee3f79b739acc5269c3f1bd2c4ca7c999af3ec7845b1db18,0,3,0.105042466,0.09485732637107694
85219c6f49438e2d908c77982d59a335d805971a4410f96bf793efa844b2a340,85219c6f49438e2d908c77982d59a335d805971a4410f96bf793efa844b2a340,1,3,0.9844537533333333,0.006914382063390267
855d979d8c612624fc2b4f9c12f4c72916c11f1ec2c01978ae958b147375038d,855d979d8c612624fc2b4f9c12f4c72916c11f1ec2c01978ae958b147375038d,1,1,0.5379458566666667,0.3867162641113994
87cdc2d151b003be78f52c0dc7c07c1b047f879846b8f7d96b95c39a3d62a70e,87cdc2d151b003be78f52c0dc7c07c1b047f879846b8f7d96b95c39a3d62a70e,0,3,0.020289998,0.0046478658196978965
89810c9f9da51413829ef3ab0355af8a0dcce6507f1a0a77b0c4a5c7563a9e86,89810c9f9da51413829ef3ab0355af8a0dcce6507f1a0a77b0c4a5c7563a9e86,1,3,0.7332144566666666,0.12235774320333645
8a7b8d8d0ce44d78c292dab54e953a2abb51a20a1e08ca691cea5bc3725bd729,8a7b8d8d0ce44d78c292dab54e953a2abb51a20a1e08ca691cea5bc3725bd729,1,3,0.9059869466666667,0.06081162692951519
8ae4ddcf7ac3dcf56f0398a821dfaabe2667af908eb3b5522759b707cf3bbecd,4f32eb2f6b3971b9fb5e331b16ebeba8aeca02becbe749e9b95936fe340dbc92,0,3,0.1016251272,0.15990612552156458
8c27b2140d87c2f4ca36dc1d15f414c3851f55819fddcea3b7882df3151ac5a6,8c27b2140d87c2f4ca36dc1d15f414c3851f55819fddcea3b7882df3151ac5a6,0,3,0.10779331633333333,0.14197362238448072
8c3352a9324857878735861a8276959d46f0c050e75eee8db1e0da7e383ca9a6,8c3352a9324857878735861a8276959d46f0c050e75eee8db1e0da7e383ca9a6,0,2,0.23642735,0.2831657086678066
8d9ab3324ee861c253f8572fb3ced7e7b84feb21a633895def7e850ae74ff349,8d9ab3324ee861c253f8572fb3ced7e7b84feb21a633895def7e850ae74ff349,1,3,0.9357692000000001,0.07269849392779745
8dc2f105b420d03e79f318c43a9bc8b63105f57cd452b4de3ab53998ee2c0013,4b500751557f10159179da0bf35abdbd125e04d552884e8115db912c31f440e5,1,0,0.22224838533333333,0.12110992587476362
